latitude,longitude,scientific_name,taxon_family_name
36.71336667,-114.7138883,Hyalopterus,Aphididae
36.35456081,-94.2189504,Aphis coreopsidis,Aphididae
33.39249732,-86.77315896,Lachnochaitophorus obscurus,Aphididae
33.997555,-117.3726367,Vanduzea,Membracidae
33.39249732,-86.77315896,Aphis,Aphididae
37.25439286,-112.9539556,Aphis nerii,Aphididae
33.3872187,-86.7921226,Neosymydobius albasiphus,Aphididae
33.39249732,-86.77315896,Lachnochaitophorus obscurus,Aphididae
40.99703667,-112.2004917,Aphis,Aphididae
33.45223184,-86.80826201,Vanduzea segmentata,Membracidae
35.0685718,-106.4821532,Aphididae,Aphididae
33.3872187,-86.7921226,Neosymydobius albasiphus,Aphididae
35.29756685,-106.756054,Aphidinae,Aphididae
33.6844375,-105.9217681,Cinara tonaluca,Aphididae
37.08351833,-112.6956017,Aphididae,Aphididae
37.04976,-112.7142317,Enchenopa latipes,Membracidae
37.04976167,-112.7148617,Publilia modesta,Membracidae
33.684307,-105.921776,Cinara tonaluca,Aphididae
34.19307975,-118.1045895,Edwardsiana,Cicadellidae
41.30867174,-111.9300365,Chaitophorus populicola,Aphididae
41.30867174,-111.9300365,Chaitophorus populicola,Aphididae
34.20383356,-118.1660824,Delphacoidea,
39.55318429,-119.8329023,Pterocomma smithiae,Aphididae
39.55318429,-119.8329023,Chaitophorus,Aphididae
32.81744586,-117.0609429,Delphacoidea,
33.65729167,-86.84443333,Aphididae,Aphididae
33.39249732,-86.77315896,Lachnochaitophorus obscurus,Aphididae
33.39249732,-86.77315896,Aphis craccivora,Aphididae
33.39249732,-86.77315896,Aphididae,Aphididae
33.490621,-86.775089,Enchenopa binotata,Membracidae
33.1285176,-93.1779659,Aphididae,Aphididae
35.15441652,-106.5427284,Aphis,Aphididae
35.19989817,-106.5223099,Aphidinae,Aphididae
32.27833056,-111.0206667,Chaitophorus,Aphididae
35.08083056,-106.4831167,Aphis asclepiadis,Aphididae
36.26159361,-94.22936555,Chaitophorinae,Aphididae
40.29765,-111.762055,Brachycaudus cardui,Aphididae
40.56312965,-111.8491261,Aphididae,Aphididae
35.784471,-90.702312,Chaitophorus populicola,Aphididae
38.45377323,-122.6903213,Pagaronia triunata,Cicadellidae
33.3872187,-86.7921226,Aphis,Aphididae
33.64979506,-93.83578814,Aphis nerii,Aphididae
33.125608,-86.8422488,Aphididae,Aphididae
36.35861818,-94.25461499,Aphis,Aphididae
33.65036984,-93.83485565,Aphis nerii,Aphididae
35.09378883,-106.6205367,Aphis,Aphididae
35.6656347,-105.9270284,Aphis asclepiadis,Aphididae
32.39381299,-111.1401306,Okanagodes gracilis,Cicadidae
36.35860858,-94.25445725,Aphis illinoisensis,Aphididae
39.48188,-110.0207583,Aphididae,Aphididae
35.51024311,-108.8367298,Brachycaudus cardui,Aphididae
33.54358292,-86.45451353,Aphis craccivora,Aphididae
31.54544995,-110.761259,Membracidae,Membracidae
36.0424669,-94.18386712,Entylia carinata,Membracidae
36.04227173,-94.18382613,Entylia carinata,Membracidae
38.48326333,-109.285675,Aphididae,Aphididae
33.31396862,-86.76932395,Vanduzea arquata,Membracidae
33.3801698,-86.69055815,Aphis illinoisensis,Aphididae
33.39249732,-86.77315896,Entylia carinata,Membracidae
33.54374694,-86.45457458,Metcalfa pruinosa,Flatidae
37.25833,-112.9542083,Aphididae,Aphididae
39.51398011,-119.9968376,Chaitophorus populicola,Aphididae
34.72267167,-86.53741333,Uroleucon,Aphididae
33.93311667,-112.694725,Diceroprocta apache,Cicadidae
39.52481078,-119.8155365,Aphididae,Aphididae
35.86608728,-106.6603938,Chaitophorus populicola,Aphididae
38.9731016,-114.2499861,Chaitophorus,Aphididae
41.02530281,-115.0886326,Chaitophorus populicola,Aphididae
33.71868064,-117.8609486,Antianthe expansa,Membracidae
33.70917541,-117.8760614,Antianthe expansa,Membracidae
32.42272084,-110.7625759,Chaitophorus,Aphididae
35.27332111,-111.789653,Aphis,Aphididae
33.51446167,-111.8830333,Aphis nerii,Aphididae
33.38415916,-86.83989075,Longistigma caryae,Aphididae
34.55944186,-110.0949489,Publilia modesta,Membracidae
38.9285113,-114.2790905,Aphididae,Aphididae
39.01311944,-114.2541806,Chaitophorus,Aphididae
41.95378522,-113.3548485,Aphis,Aphididae
41.76872159,-111.7743307,Aphididae,Aphididae
37.46422,-113.19217,Aphis nerii,Aphididae
32.24961718,-86.0896809,Chaitophorus,Aphididae
33.29777557,-86.2446265,Aphis,Aphididae
35.542657,-90.466069,Chaitophorus,Aphididae
35.08553402,-106.6139616,Aphidini,Aphididae
34.9882905,-111.7461793,Chaitophorus,Aphididae
32.66442871,-116.9531708,Antianthe expansa,Membracidae
34.84584819,-87.59886872,Entylia carinata,Membracidae
41.77434369,-111.6086916,Aphididae,Aphididae
35.2717481,-93.1278983,Membracoidea,
35.00443813,-106.3046025,Aphidini,Aphididae
39.44278717,-119.8552648,Aphididae,Aphididae
35.08205833,-106.62258,Aphis asclepiadis,Aphididae
32.32397409,-106.5726179,Aphididae,Aphididae
35.67224298,-105.9310111,Aphis gossypii,Aphididae
41.89833364,-122.3591031,Chaitophorus populicola,Aphididae
34.8624768,-111.7631918,Aphididae,Aphididae
35.16954397,-111.5097499,Braggia eriogoni,Aphididae
34.7443711,-86.5185728,Vanduzea arquata,Membracidae
64.886354,-147.805982,Pterocomma,Aphididae
32.44922064,-110.7702767,Aphidinae,Aphididae
33.96556777,-86.82264178,Cinara,Aphididae
33.3067733,-86.75818674,Aphis,Aphididae
37.35823611,-122.2469194,Aphididae,Aphididae
33.783805,-87.13462783,Aphis fabae,Aphididae
35.16334167,-103.70308,Aphis craccivora,Aphididae
34.86077996,-86.62497573,Aphis sambuci,Aphididae
34.62549784,-87.80464471,Aphididae,Aphididae
34.11261667,-118.1746833,Pagaronia,Cicadellidae
34.68259033,-92.58516133,Aphididae,Aphididae
34.43543,-93.880255,Prociphilus tessellatus,Aphididae
35.0819055,-106.6223533,Aphis,Aphididae
33.25672147,-87.59467314,Aphis nerii,Aphididae
34.61617833,-112.5532083,Publilia porrecta,Membracidae
33.125608,-86.8422488,Aphis vernoniae,Aphididae
37.50874,-118.639842,Ceresini,Membracidae
33.57535367,-117.7146901,Pissonotus delicatus,Delphacidae
